Tile_1: 
λ(nm)	T
688.394	0.9859
678.427	0.985899
668.457	0.985899
658.459	0.985899
648.484	0.985899
638.51	0.985899
628.518	0.985899
618.556	0.985899
608.576	0.985899
598.593	0.985899
588.625	0.985899
578.658	0.985899
568.683	0.985899
558.692	0.985899
548.73	0.985899
538.742	0.985899
528.771	0.985899
518.792	0.985898
508.807	0.985898
498.836	0.985898
488.861	0.985898
478.888	0.985898
468.905	0.985898
458.921	0.985897
448.945	0.985897
438.973	0.985897
429.002	0.985897
419.019	0.985896
409.044	0.985896
399.069	0.985896
389.09	0.985895
379.11	0.985895
369.133	0.985894
359.166	0.985893
349.181	0.985892
339.204	0.985891
329.229	0.98589
319.255	0.985889
309.278	0.985888
299.304	0.985886
289.322	0.985884
279.346	0.985881
269.371	0.985879
259.396	0.985875
249.418	0.985871
239.44	0.985866
229.465	0.985859
219.486	0.985851
209.51	0.985841
199.534	0.985829

Tile_23: 
λ(nm)	T
897.89	0.9501
887.901	0.9501
877.945	0.9501
867.966	0.9501
857.974	0.9501
848.034	0.9501
838.039	0.9501
828.054	0.9501
818.088	0.9501
808.095	0.9501
798.137	0.9501
788.171	0.9501
778.205	0.9501
768.202	0.9501
758.22	0.9501
748.269	0.9501
738.266	0.9501
728.313	0.9501
718.333	0.9501
708.338	0.9501
698.381	0.9501
688.394	0.9501
678.427	0.9501
668.457	0.9501
658.459	0.9501
648.484	0.9501
638.51	0.9501
628.518	0.950099
618.556	0.950099
608.576	0.950099
598.593	0.950099
588.625	0.950099
578.658	0.950099
568.683	0.950099
558.692	0.950099
548.73	0.950099
538.742	0.950099
528.771	0.950099
518.792	0.950099
508.807	0.950099
498.836	0.950099
488.861	0.950099
478.888	0.950098
468.905	0.950098
458.921	0.950098
448.945	0.950098
438.973	0.950098
429.002	0.950098
419.019	0.950097
409.044	0.950097
399.069	0.950097
389.09	0.950096
379.11	0.950096
369.133	0.950096
359.166	0.950095
349.181	0.950095
339.204	0.950094
329.229	0.950093
319.255	0.950092
309.278	0.950091
299.304	0.95009
289.322	0.950088
279.346	0.950087
269.371	0.950085
259.396	0.950082
249.418	0.950079
239.44	0.950075
229.465	0.950071
219.486	0.950065
209.51	0.950058
199.534	0.950049

Tile_24: 
λ(nm)	T
897.89	0.978
887.901	0.978
877.945	0.978
867.966	0.978
857.974	0.978
848.034	0.978
838.039	0.978
828.054	0.978
818.088	0.978
808.095	0.978
798.137	0.978
788.171	0.978
778.205	0.978
768.202	0.978
758.22	0.978
748.269	0.978
738.266	0.978
728.313	0.978
718.333	0.978
708.338	0.978
698.381	0.978
688.394	0.978
678.427	0.978
668.457	0.977999
658.459	0.977999
648.484	0.977999
638.51	0.977999
628.518	0.977999
618.556	0.977999
608.576	0.977999
598.593	0.977999
588.625	0.977999
578.658	0.977999
568.683	0.977999
558.692	0.977999
548.73	0.977999
538.742	0.977999
528.771	0.977999
518.792	0.977999
508.807	0.977998
498.836	0.977998
488.861	0.977998
478.888	0.977998
468.905	0.977998
458.921	0.977998
448.945	0.977997
438.973	0.977997
429.002	0.977997
419.019	0.977997
409.044	0.977996
399.069	0.977996
389.09	0.977995
379.11	0.977995
369.133	0.977994
359.166	0.977994
349.181	0.977993
339.204	0.977992
329.229	0.977991
319.255	0.97799
309.278	0.977989
299.304	0.977987
289.322	0.977985
279.346	0.977983
269.371	0.97798
259.396	0.977977
249.418	0.977973
239.44	0.977968
229.465	0.977962
219.486	0.977955
209.51	0.977946
199.534	0.977934

Tile_25: 
λ(nm)	T
897.89	0.9616
887.901	0.9616
877.945	0.9616
867.966	0.9616
857.974	0.9616
848.034	0.9616
838.039	0.9616
828.054	0.9616
818.088	0.9616
808.095	0.9616
798.137	0.9616
788.171	0.9616
778.205	0.9616
768.202	0.9616
758.22	0.9616
748.269	0.9616
738.266	0.9616
728.313	0.9616
718.333	0.9616
708.338	0.9616
698.381	0.9616
688.394	0.9616
678.427	0.9616
668.457	0.9616
658.459	0.961599
648.484	0.961599
638.51	0.961599
628.518	0.961599
618.556	0.961599
608.576	0.961599
598.593	0.961599
588.625	0.961599
578.658	0.961599
568.683	0.961599
558.692	0.961599
548.73	0.961599
538.742	0.961599
528.771	0.961599
518.792	0.961599
508.807	0.961599
498.836	0.961598
488.861	0.961598
478.888	0.961598
468.905	0.961598
458.921	0.961598
448.945	0.961598
438.973	0.961597
429.002	0.961597
419.019	0.961597
409.044	0.961596
399.069	0.961596
389.09	0.961596
379.11	0.961595
369.133	0.961595
359.166	0.961594
349.181	0.961593
339.204	0.961593
329.229	0.961592
319.255	0.96159
309.278	0.961589
299.304	0.961588
289.322	0.961586
279.346	0.961584
269.371	0.961581
259.396	0.961578
249.418	0.961574
239.44	0.96157
229.465	0.961564
219.486	0.961557
209.51	0.961549
199.534	0.961538

Tile_26: 
λ(nm)	T
897.89	0.9776
887.901	0.9776
877.945	0.9776
867.966	0.9776
857.974	0.9776
848.034	0.9776
838.039	0.9776
828.054	0.9776
818.088	0.9776
808.095	0.9776
798.137	0.9776
788.171	0.9776
778.205	0.9776
768.202	0.9776
758.22	0.9776
748.269	0.9776
738.266	0.9776
728.313	0.9776
718.333	0.9776
708.338	0.9776
698.381	0.9776
688.394	0.9776
678.427	0.9776
668.457	0.9776
658.459	0.9776
648.484	0.977599
638.51	0.977599
628.518	0.977599
618.556	0.977599
608.576	0.977599
598.593	0.977599
588.625	0.977599
578.658	0.977599
568.683	0.977599
558.692	0.977599
548.73	0.977599
538.742	0.977599
528.771	0.977599
518.792	0.977599
508.807	0.977599
498.836	0.977598
488.861	0.977598
478.888	0.977598
468.905	0.977598
458.921	0.977598
448.945	0.977598
438.973	0.977597
429.002	0.977597
419.019	0.977597
409.044	0.977597
399.069	0.977596
389.09	0.977596
379.11	0.977595
369.133	0.977595
359.166	0.977594
349.181	0.977594
339.204	0.977593
329.229	0.977592
319.255	0.977591
309.278	0.97759
299.304	0.977588
289.322	0.977586
279.346	0.977584
269.371	0.977582
259.396	0.977579
249.418	0.977575
239.44	0.977571
229.465	0.977566
219.486	0.977559
209.51	0.977551
199.534	0.97754

Tile_27: 
λ(nm)	T
897.89	0.9732
887.901	0.9732
877.945	0.9732
867.966	0.9732
857.974	0.9732
848.034	0.9732
838.039	0.9732
828.054	0.9732
818.088	0.9732
808.095	0.9732
798.137	0.9732
788.171	0.9732
778.205	0.9732
768.202	0.9732
758.22	0.9732
748.269	0.9732
738.266	0.9732
728.313	0.9732
718.333	0.9732
708.338	0.9732
698.381	0.9732
688.394	0.9732
678.427	0.9732
668.457	0.9732
658.459	0.973199
648.484	0.973199
638.51	0.973199
628.518	0.973199
618.556	0.973199
608.576	0.973199
598.593	0.973199
588.625	0.973199
578.658	0.973199
568.683	0.973199
558.692	0.973199
548.73	0.973199
538.742	0.973199
528.771	0.973199
518.792	0.973199
508.807	0.973199
498.836	0.973198
488.861	0.973198
478.888	0.973198
468.905	0.973198
458.921	0.973198
448.945	0.973198
438.973	0.973197
429.002	0.973197
419.019	0.973197
409.044	0.973196
399.069	0.973196
389.09	0.973196
379.11	0.973195
369.133	0.973195
359.166	0.973194
349.181	0.973193
339.204	0.973192
329.229	0.973191
319.255	0.97319
309.278	0.973189
299.304	0.973188
289.322	0.973186
279.346	0.973184
269.371	0.973181
259.396	0.973178
249.418	0.973174
239.44	0.97317
229.465	0.973164
219.486	0.973157
209.51	0.973148
199.534	0.973137

Tile_28: 
λ(nm)	T
897.89	0.9767
887.901	0.9767
877.945	0.9767
867.966	0.9767
857.974	0.9767
848.034	0.9767
838.039	0.9767
828.054	0.9767
818.088	0.9767
808.095	0.9767
798.137	0.9767
788.171	0.9767
778.205	0.9767
768.202	0.9767
758.22	0.9767
748.269	0.9767
738.266	0.9767
728.313	0.9767
718.333	0.9767
708.338	0.9767
698.381	0.9767
688.394	0.9767
678.427	0.9767
668.457	0.9767
658.459	0.976699
648.484	0.976699
638.51	0.976699
628.518	0.976699
618.556	0.976699
608.576	0.976699
598.593	0.976699
588.625	0.976699
578.658	0.976699
568.683	0.976699
558.692	0.976699
548.73	0.976699
538.742	0.976699
528.771	0.976699
518.792	0.976699
508.807	0.976699
498.836	0.976698
488.861	0.976698
478.888	0.976698
468.905	0.976698
458.921	0.976698
448.945	0.976698
438.973	0.976697
429.002	0.976697
419.019	0.976697
409.044	0.976696
399.069	0.976696
389.09	0.976696
379.11	0.976695
369.133	0.976695
359.166	0.976694
349.181	0.976693
339.204	0.976693
329.229	0.976692
319.255	0.976691
309.278	0.976689
299.304	0.976688
289.322	0.976686
279.346	0.976684
269.371	0.976681
259.396	0.976678
249.418	0.976675
239.44	0.97667
229.465	0.976664
219.486	0.976658
209.51	0.976649
199.534	0.976638

Tile_29: 
λ(nm)	T
897.89	0.9728
887.901	0.9728
877.945	0.9728
867.966	0.9728
857.974	0.9728
848.034	0.9728
838.039	0.9728
828.054	0.9728
818.088	0.9728
808.095	0.9728
798.137	0.9728
788.171	0.9728
778.205	0.9728
768.202	0.9728
758.22	0.9728
748.269	0.9728
738.266	0.9728
728.313	0.9728
718.333	0.9728
708.338	0.9728
698.381	0.9728
688.394	0.9728
678.427	0.9728
668.457	0.9728
658.459	0.972799
648.484	0.972799
638.51	0.972799
628.518	0.972799
618.556	0.972799
608.576	0.972799
598.593	0.972799
588.625	0.972799
578.658	0.972799
568.683	0.972799
558.692	0.972799
548.73	0.972799
538.742	0.972799
528.771	0.972799
518.792	0.972799
508.807	0.972799
498.836	0.972798
488.861	0.972798
478.888	0.972798
468.905	0.972798
458.921	0.972798
448.945	0.972798
438.973	0.972797
429.002	0.972797
419.019	0.972797
409.044	0.972797
399.069	0.972796
389.09	0.972796
379.11	0.972795
369.133	0.972795
359.166	0.972794
349.181	0.972794
339.204	0.972793
329.229	0.972792
319.255	0.972791
309.278	0.972789
299.304	0.972788
289.322	0.972786
279.346	0.972784
269.371	0.972782
259.396	0.972779
249.418	0.972775
239.44	0.972771
229.465	0.972765
219.486	0.972758
209.51	0.97275
199.534	0.972739

Tile_30: 
λ(nm)	T
897.89	0.9634
887.901	0.9634
877.945	0.9634
867.966	0.9634
857.974	0.9634
848.034	0.9634
838.039	0.9634
828.054	0.9634
818.088	0.9634
808.095	0.9634
798.137	0.9634
788.171	0.9634
778.205	0.9634
768.202	0.9634
758.22	0.9634
748.269	0.9634
738.266	0.9634
728.313	0.9634
718.333	0.9634
708.338	0.9634
698.381	0.9634
688.394	0.9634
678.427	0.9634
668.457	0.9634
658.459	0.963399
648.484	0.963399
638.51	0.963399
628.518	0.963399
618.556	0.963399
608.576	0.963399
598.593	0.963399
588.625	0.963399
578.658	0.963399
568.683	0.963399
558.692	0.963399
548.73	0.963399
538.742	0.963399
528.771	0.963399
518.792	0.963399
508.807	0.963399
498.836	0.963398
488.861	0.963398
478.888	0.963398
468.905	0.963398
458.921	0.963398
448.945	0.963398
438.973	0.963397
429.002	0.963397
419.019	0.963397
409.044	0.963396
399.069	0.963396
389.09	0.963396
379.11	0.963395
369.133	0.963395
359.166	0.963394
349.181	0.963393
339.204	0.963392
329.229	0.963391
319.255	0.96339
309.278	0.963389
299.304	0.963387
289.322	0.963386
279.346	0.963383
269.371	0.963381
259.396	0.963378
249.418	0.963374
239.44	0.963369
229.465	0.963364
219.486	0.963357
209.51	0.963348
199.534	0.963337

Tile_31: 
λ(nm)	T
897.89	0.9774
887.901	0.9774
877.945	0.9774
867.966	0.9774
857.974	0.9774
848.034	0.9774
838.039	0.9774
828.054	0.9774
818.088	0.9774
808.095	0.9774
798.137	0.9774
788.171	0.9774
778.205	0.9774
768.202	0.9774
758.22	0.9774
748.269	0.9774
738.266	0.9774
728.313	0.9774
718.333	0.9774
708.338	0.9774
698.381	0.9774
688.394	0.9774
678.427	0.9774
668.457	0.9774
658.459	0.977399
648.484	0.977399
638.51	0.977399
628.518	0.977399
618.556	0.977399
608.576	0.977399
598.593	0.977399
588.625	0.977399
578.658	0.977399
568.683	0.977399
558.692	0.977399
548.73	0.977399
538.742	0.977399
528.771	0.977399
518.792	0.977399
508.807	0.977399
498.836	0.977398
488.861	0.977398
478.888	0.977398
468.905	0.977398
458.921	0.977398
448.945	0.977398
438.973	0.977397
429.002	0.977397
419.019	0.977397
409.044	0.977396
399.069	0.977396
389.09	0.977396
379.11	0.977395
369.133	0.977395
359.166	0.977394
349.181	0.977393
339.204	0.977392
329.229	0.977391
319.255	0.97739
309.278	0.977389
299.304	0.977387
289.322	0.977386
279.346	0.977383
269.371	0.977381
259.396	0.977378
249.418	0.977374
239.44	0.977369
229.465	0.977364
219.486	0.977357
209.51	0.977348
199.534	0.977337

Tile_32: 
λ(nm)	T
897.89	0.9704
887.901	0.9704
877.945	0.9704
867.966	0.9704
857.974	0.9704
848.034	0.9704
838.039	0.9704
828.054	0.9704
818.088	0.9704
808.095	0.9704
798.137	0.9704
788.171	0.9704
778.205	0.9704
768.202	0.9704
758.22	0.9704
748.269	0.9704
738.266	0.9704
728.313	0.9704
718.333	0.9704
708.338	0.9704
698.381	0.970399
688.394	0.970399
678.427	0.970399
668.457	0.970399
658.459	0.970399
648.484	0.970399
638.51	0.970399
628.518	0.970399
618.556	0.970399
608.576	0.970399
598.593	0.970399
588.625	0.970399
578.658	0.970399
568.683	0.970399
558.692	0.970399
548.73	0.970399
538.742	0.970399
528.771	0.970399
518.792	0.970398
508.807	0.970398
498.836	0.970398
488.861	0.970398
478.888	0.970398
468.905	0.970398
458.921	0.970398
448.945	0.970397
438.973	0.970397
429.002	0.970397
419.019	0.970397
409.044	0.970396
399.069	0.970396
389.09	0.970395
379.11	0.970395
369.133	0.970394
359.166	0.970394
349.181	0.970393
339.204	0.970392
329.229	0.970391
319.255	0.97039
309.278	0.970388
299.304	0.970387
289.322	0.970385
279.346	0.970382
269.371	0.97038
259.396	0.970376
249.418	0.970372
239.44	0.970367
229.465	0.970361
219.486	0.970354
209.51	0.970344
199.534	0.970332

Tile_33: 
λ(nm)	T
897.89	0.9685
887.901	0.9685
877.945	0.9685
867.966	0.9685
857.974	0.9685
848.034	0.9685
838.039	0.9685
828.054	0.9685
818.088	0.9685
808.095	0.9685
798.137	0.9685
788.171	0.9685
778.205	0.9685
768.202	0.9685
758.22	0.9685
748.269	0.9685
738.266	0.9685
728.313	0.9685
718.333	0.9685
708.338	0.9685
698.381	0.9685
688.394	0.9685
678.427	0.9685
668.457	0.968499
658.459	0.968499
648.484	0.968499
638.51	0.968499
628.518	0.968499
618.556	0.968499
608.576	0.968499
598.593	0.968499
588.625	0.968499
578.658	0.968499
568.683	0.968499
558.692	0.968499
548.73	0.968499
538.742	0.968499
528.771	0.968499
518.792	0.968499
508.807	0.968498
498.836	0.968498
488.861	0.968498
478.888	0.968498
468.905	0.968498
458.921	0.968498
448.945	0.968498
438.973	0.968497
429.002	0.968497
419.019	0.968497
409.044	0.968496
399.069	0.968496
389.09	0.968496
379.11	0.968495
369.133	0.968495
359.166	0.968494
349.181	0.968493
339.204	0.968492
329.229	0.968491
319.255	0.96849
309.278	0.968489
299.304	0.968487
289.322	0.968485
279.346	0.968483
269.371	0.968481
259.396	0.968477
249.418	0.968474
239.44	0.968469
229.465	0.968463
219.486	0.968456
209.51	0.968447
199.534	0.968436

Tile_34: 
λ(nm)	T
897.89	0.9597
887.901	0.9597
877.945	0.9597
867.966	0.9597
857.974	0.9597
848.034	0.9597
838.039	0.9597
828.054	0.9597
818.088	0.9597
808.095	0.9597
798.137	0.9597
788.171	0.9597
778.205	0.9597
768.202	0.9597
758.22	0.9597
748.269	0.9597
738.266	0.9597
728.313	0.9597
718.333	0.9597
708.338	0.9597
698.381	0.9597
688.394	0.9597
678.427	0.9597
668.457	0.9597
658.459	0.9597
648.484	0.959699
638.51	0.959699
628.518	0.959699
618.556	0.959699
608.576	0.959699
598.593	0.959699
588.625	0.959699
578.658	0.959699
568.683	0.959699
558.692	0.959699
548.73	0.959699
538.742	0.959699
528.771	0.959699
518.792	0.959699
508.807	0.959699
498.836	0.959698
488.861	0.959698
478.888	0.959698
468.905	0.959698
458.921	0.959698
448.945	0.959698
438.973	0.959697
429.002	0.959697
419.019	0.959697
409.044	0.959697
399.069	0.959696
389.09	0.959696
379.11	0.959696
369.133	0.959695
359.166	0.959694
349.181	0.959694
339.204	0.959693
329.229	0.959692
319.255	0.959691
309.278	0.95969
299.304	0.959688
289.322	0.959687
279.346	0.959685
269.371	0.959682
259.396	0.95968
249.418	0.959676
239.44	0.959672
229.465	0.959667
219.486	0.95966
209.51	0.959652
199.534	0.959642

Tile_35: 
λ(nm)	T
897.89	0.9816
887.901	0.9816
877.945	0.9816
867.966	0.9816
857.974	0.9816
848.034	0.9816
838.039	0.9816
828.054	0.9816
818.088	0.9816
808.095	0.9816
798.137	0.9816
788.171	0.9816
778.205	0.9816
768.202	0.9816
758.22	0.9816
748.269	0.9816
738.266	0.9816
728.313	0.9816
718.333	0.9816
708.338	0.9816
698.381	0.9816
688.394	0.9816
678.427	0.9816
668.457	0.981599
658.459	0.981599
648.484	0.981599
638.51	0.981599
628.518	0.981599
618.556	0.981599
608.576	0.981599
598.593	0.981599
588.625	0.981599
578.658	0.981599
568.683	0.981599
558.692	0.981599
548.73	0.981599
538.742	0.981599
528.771	0.981599
518.792	0.981599
508.807	0.981598
498.836	0.981598
488.861	0.981598
478.888	0.981598
468.905	0.981598
458.921	0.981598
448.945	0.981597
438.973	0.981597
429.002	0.981597
419.019	0.981597
409.044	0.981596
399.069	0.981596
389.09	0.981596
379.11	0.981595
369.133	0.981595
359.166	0.981594
349.181	0.981593
339.204	0.981592
329.229	0.981591
319.255	0.98159
309.278	0.981589
299.304	0.981587
289.322	0.981586
279.346	0.981583
269.371	0.981581
259.396	0.981578
249.418	0.981574
239.44	0.981569
229.465	0.981563
219.486	0.981556
209.51	0.981547
199.534	0.981536

Tile_36: 
λ(nm)	T
897.89	0.9754
887.901	0.9754
877.945	0.9754
867.966	0.9754
857.974	0.9754
848.034	0.9754
838.039	0.9754
828.054	0.9754
818.088	0.9754
808.095	0.9754
798.137	0.9754
788.171	0.9754
778.205	0.9754
768.202	0.9754
758.22	0.9754
748.269	0.9754
738.266	0.9754
728.313	0.9754
718.333	0.9754
708.338	0.9754
698.381	0.9754
688.394	0.975399
678.427	0.975399
668.457	0.975399
658.459	0.975399
648.484	0.975399
638.51	0.975399
628.518	0.975399
618.556	0.975399
608.576	0.975399
598.593	0.975399
588.625	0.975399
578.658	0.975399
568.683	0.975399
558.692	0.975399
548.73	0.975399
538.742	0.975399
528.771	0.975399
518.792	0.975399
508.807	0.975398
498.836	0.975398
488.861	0.975398
478.888	0.975398
468.905	0.975398
458.921	0.975398
448.945	0.975397
438.973	0.975397
429.002	0.975397
419.019	0.975397
409.044	0.975396
399.069	0.975396
389.09	0.975396
379.11	0.975395
369.133	0.975394
359.166	0.975394
349.181	0.975393
339.204	0.975392
329.229	0.975391
319.255	0.97539
309.278	0.975389
299.304	0.975387
289.322	0.975385
279.346	0.975383
269.371	0.975381
259.396	0.975378
249.418	0.975374
239.44	0.975369
229.465	0.975363
219.486	0.975356
209.51	0.975347
199.534	0.975336

Tile_37: 
λ(nm)	T
897.89	0.9764
887.901	0.9764
877.945	0.9764
867.966	0.9764
857.974	0.9764
848.034	0.9764
838.039	0.9764
828.054	0.9764
818.088	0.9764
808.095	0.9764
798.137	0.9764
788.171	0.9764
778.205	0.9764
768.202	0.9764
758.22	0.9764
748.269	0.9764
738.266	0.9764
728.313	0.9764
718.333	0.9764
708.338	0.9764
698.381	0.9764
688.394	0.9764
678.427	0.9764
668.457	0.9764
658.459	0.976399
648.484	0.976399
638.51	0.976399
628.518	0.976399
618.556	0.976399
608.576	0.976399
598.593	0.976399
588.625	0.976399
578.658	0.976399
568.683	0.976399
558.692	0.976399
548.73	0.976399
538.742	0.976399
528.771	0.976399
518.792	0.976399
508.807	0.976399
498.836	0.976398
488.861	0.976398
478.888	0.976398
468.905	0.976398
458.921	0.976398
448.945	0.976398
438.973	0.976397
429.002	0.976397
419.019	0.976397
409.044	0.976396
399.069	0.976396
389.09	0.976396
379.11	0.976395
369.133	0.976395
359.166	0.976394
349.181	0.976393
339.204	0.976393
329.229	0.976392
319.255	0.97639
309.278	0.976389
299.304	0.976388
289.322	0.976386
279.346	0.976384
269.371	0.976381
259.396	0.976378
249.418	0.976374
239.44	0.97637
229.465	0.976364
219.486	0.976357
209.51	0.976348
199.534	0.976337

Tile_38: 
λ(nm)	T
897.89	0.9643
887.901	0.9643
877.945	0.9643
867.966	0.9643
857.974	0.9643
848.034	0.9643
838.039	0.9643
828.054	0.9643
818.088	0.9643
808.095	0.9643
798.137	0.9643
788.171	0.9643
778.205	0.9643
768.202	0.9643
758.22	0.9643
748.269	0.9643
738.266	0.9643
728.313	0.9643
718.333	0.9643
708.338	0.9643
698.381	0.9643
688.394	0.9643
678.427	0.964299
668.457	0.964299
658.459	0.964299
648.484	0.964299
638.51	0.964299
628.518	0.964299
618.556	0.964299
608.576	0.964299
598.593	0.964299
588.625	0.964299
578.658	0.964299
568.683	0.964299
558.692	0.964299
548.73	0.964299
538.742	0.964299
528.771	0.964299
518.792	0.964299
508.807	0.964299
498.836	0.964298
488.861	0.964298
478.888	0.964298
468.905	0.964298
458.921	0.964298
448.945	0.964298
438.973	0.964297
429.002	0.964297
419.019	0.964297
409.044	0.964297
399.069	0.964296
389.09	0.964296
379.11	0.964295
369.133	0.964295
359.166	0.964294
349.181	0.964293
339.204	0.964293
329.229	0.964292
319.255	0.964291
309.278	0.964289
299.304	0.964288
289.322	0.964286
279.346	0.964284
269.371	0.964281
259.396	0.964278
249.418	0.964275
239.44	0.96427
229.465	0.964265
219.486	0.964258
209.51	0.964249
199.534	0.964239

Tile_39: 
λ(nm)	T
897.89	0.9505
887.901	0.9505
877.945	0.9505
867.966	0.9505
857.974	0.9505
848.034	0.9505
838.039	0.9505
828.054	0.9505
818.088	0.9505
808.095	0.9505
798.137	0.9505
788.171	0.9505
778.205	0.9505
768.202	0.9505
758.22	0.9505
748.269	0.9505
738.266	0.9505
728.313	0.950499
718.333	0.950499
708.338	0.950499
698.381	0.950499
688.394	0.950499
678.427	0.950499
668.457	0.950499
658.459	0.950499
648.484	0.950499
638.51	0.950499
628.518	0.950499
618.556	0.950499
608.576	0.950499
598.593	0.950499
588.625	0.950499
578.658	0.950499
568.683	0.950499
558.692	0.950498
548.73	0.950498
538.742	0.950498
528.771	0.950498
518.792	0.950498
508.807	0.950498
498.836	0.950498
488.861	0.950497
478.888	0.950497
468.905	0.950497
458.921	0.950497
448.945	0.950496
438.973	0.950496
429.002	0.950496
419.019	0.950495
409.044	0.950495
399.069	0.950494
389.09	0.950494
379.11	0.950493
369.133	0.950492
359.166	0.950491
349.181	0.95049
339.204	0.950489
329.229	0.950487
319.255	0.950486
309.278	0.950484
299.304	0.950481
289.322	0.950479
279.346	0.950476
269.371	0.950472
259.396	0.950467
249.418	0.950461
239.44	0.950455
229.465	0.950446
219.486	0.950436
209.51	0.950423
199.534	0.950406

Tile_40: 
λ(nm)	T
897.89	0.9646
887.901	0.9646
877.945	0.9646
867.966	0.9646
857.974	0.9646
848.034	0.9646
838.039	0.9646
828.054	0.9646
818.088	0.9646
808.095	0.9646
798.137	0.9646
788.171	0.9646
778.205	0.9646
768.202	0.9646
758.22	0.9646
748.269	0.9646
738.266	0.9646
728.313	0.964599
718.333	0.964599
708.338	0.964599
698.381	0.964599
688.394	0.964599
678.427	0.964599
668.457	0.964599
658.459	0.964599
648.484	0.964599
638.51	0.964599
628.518	0.964599
618.556	0.964599
608.576	0.964599
598.593	0.964599
588.625	0.964599
578.658	0.964599
568.683	0.964599
558.692	0.964599
548.73	0.964598
538.742	0.964598
528.771	0.964598
518.792	0.964598
508.807	0.964598
498.836	0.964598
488.861	0.964598
478.888	0.964597
468.905	0.964597
458.921	0.964597
448.945	0.964597
438.973	0.964596
429.002	0.964596
419.019	0.964595
409.044	0.964595
399.069	0.964594
389.09	0.964594
379.11	0.964593
369.133	0.964592
359.166	0.964591
349.181	0.96459
339.204	0.964589
329.229	0.964588
319.255	0.964586
309.278	0.964584
299.304	0.964582
289.322	0.964579
279.346	0.964576
269.371	0.964573
259.396	0.964568
249.418	0.964563
239.44	0.964556
229.465	0.964548
219.486	0.964538
209.51	0.964525
199.534	0.964509

Tile_41: 
λ(nm)	T
897.89	0.9626
887.901	0.9626
877.945	0.9626
867.966	0.9626
857.974	0.9626
848.034	0.9626
838.039	0.9626
828.054	0.9626
818.088	0.9626
808.095	0.9626
798.137	0.9626
788.171	0.9626
778.205	0.9626
768.202	0.9626
758.22	0.9626
748.269	0.9626
738.266	0.9626
728.313	0.9626
718.333	0.9626
708.338	0.962599
698.381	0.962599
688.394	0.962599
678.427	0.962599
668.457	0.962599
658.459	0.962599
648.484	0.962599
638.51	0.962599
628.518	0.962599
618.556	0.962599
608.576	0.962599
598.593	0.962599
588.625	0.962599
578.658	0.962599
568.683	0.962599
558.692	0.962599
548.73	0.962599
538.742	0.962598
528.771	0.962598
518.792	0.962598
508.807	0.962598
498.836	0.962598
488.861	0.962598
478.888	0.962597
468.905	0.962597
458.921	0.962597
448.945	0.962597
438.973	0.962596
429.002	0.962596
419.019	0.962596
409.044	0.962595
399.069	0.962595
389.09	0.962594
379.11	0.962594
369.133	0.962593
359.166	0.962592
349.181	0.962591
339.204	0.96259
329.229	0.962589
319.255	0.962587
309.278	0.962586
299.304	0.962584
289.322	0.962581
279.346	0.962578
269.371	0.962575
259.396	0.962571
249.418	0.962566
239.44	0.96256
229.465	0.962553
219.486	0.962543
209.51	0.962532
199.534	0.962517

Tile_42: 
λ(nm)	T
897.89	0.9548
887.901	0.9548
877.945	0.9548
867.966	0.9548
857.974	0.9548
848.034	0.9548
838.039	0.9548
828.054	0.9548
818.088	0.9548
808.095	0.9548
798.137	0.9548
788.171	0.9548
778.205	0.9548
768.202	0.9548
758.22	0.9548
748.269	0.9548
738.266	0.9548
728.313	0.9548
718.333	0.9548
708.338	0.954799
698.381	0.954799
688.394	0.954799
678.427	0.954799
668.457	0.954799
658.459	0.954799
648.484	0.954799
638.51	0.954799
628.518	0.954799
618.556	0.954799
608.576	0.954799
598.593	0.954799
588.625	0.954799
578.658	0.954799
568.683	0.954799
558.692	0.954799
548.73	0.954799
538.742	0.954798
528.771	0.954798
518.792	0.954798
508.807	0.954798
498.836	0.954798
488.861	0.954798
478.888	0.954798
468.905	0.954797
458.921	0.954797
448.945	0.954797
438.973	0.954796
429.002	0.954796
419.019	0.954796
409.044	0.954795
399.069	0.954795
389.09	0.954794
379.11	0.954794
369.133	0.954793
359.166	0.954792
349.181	0.954791
339.204	0.95479
329.229	0.954789
319.255	0.954787
309.278	0.954786
299.304	0.954784
289.322	0.954781
279.346	0.954778
269.371	0.954775
259.396	0.954771
249.418	0.954766
239.44	0.95476
229.465	0.954753
219.486	0.954744
209.51	0.954732
199.534	0.954717

Tile_43: 
λ(nm)	T
897.89	0.9834
887.901	0.9834
877.945	0.9834
867.966	0.9834
857.974	0.9834
848.034	0.9834
838.039	0.9834
828.054	0.9834
818.088	0.9834
808.095	0.9834
798.137	0.9834
788.171	0.9834
778.205	0.9834
768.202	0.9834
758.22	0.9834
748.269	0.9834
738.266	0.9834
728.313	0.983399
718.333	0.983399
708.338	0.983399
698.381	0.983399
688.394	0.983399
678.427	0.983399
668.457	0.983399
658.459	0.983399
648.484	0.983399
638.51	0.983399
628.518	0.983399
618.556	0.983399
608.576	0.983399
598.593	0.983399
588.625	0.983399
578.658	0.983399
568.683	0.983399
558.692	0.983398
548.73	0.983398
538.742	0.983398
528.771	0.983398
518.792	0.983398
508.807	0.983398
498.836	0.983398
488.861	0.983397
478.888	0.983397
468.905	0.983397
