Tile_1: 
λ(nm)	T
458.921	0.983397
448.945	0.983396
438.973	0.983396
429.002	0.983396
419.019	0.983395
409.044	0.983395
399.069	0.983394
389.09	0.983394
379.11	0.983393
369.133	0.983392
359.166	0.983391
349.181	0.98339
339.204	0.983389
329.229	0.983388
319.255	0.983386
309.278	0.983384
299.304	0.983382
289.322	0.983379
279.346	0.983376
269.371	0.983373
259.396	0.983368
249.418	0.983363
239.44	0.983356
229.465	0.983348
219.486	0.983338
209.51	0.983325
199.534	0.983309

Tile_44: 
λ(nm)	T
897.89	0.98
887.901	0.98
877.945	0.98
867.966	0.98
857.974	0.98
848.034	0.98
838.039	0.98
828.054	0.98
818.088	0.98
808.095	0.98
798.137	0.98
788.171	0.98
778.205	0.98
768.202	0.98
758.22	0.98
748.269	0.98
738.266	0.98
728.313	0.98
718.333	0.98
708.338	0.979999
698.381	0.979999
688.394	0.979999
678.427	0.979999
668.457	0.979999
658.459	0.979999
648.484	0.979999
638.51	0.979999
628.518	0.979999
618.556	0.979999
608.576	0.979999
598.593	0.979999
588.625	0.979999
578.658	0.979999
568.683	0.979999
558.692	0.979999
548.73	0.979999
538.742	0.979998
528.771	0.979998
518.792	0.979998
508.807	0.979998
498.836	0.979998
488.861	0.979998
478.888	0.979998
468.905	0.979997
458.921	0.979997
448.945	0.979997
438.973	0.979996
429.002	0.979996
419.019	0.979996
409.044	0.979995
399.069	0.979995
389.09	0.979994
379.11	0.979994
369.133	0.979993
359.166	0.979992
349.181	0.979991
339.204	0.97999
329.229	0.979989
319.255	0.979987
309.278	0.979986
299.304	0.979984
289.322	0.979981
279.346	0.979978
269.371	0.979975
259.396	0.979971
249.418	0.979966
239.44	0.97996
229.465	0.979952
219.486	0.979943
209.51	0.979931
199.534	0.979917

Tile_45: 
λ(nm)	T
897.89	0.9475
887.901	0.9475
877.945	0.9475
867.966	0.9475
857.974	0.9475
848.034	0.9475
838.039	0.9475
828.054	0.9475
818.088	0.9475
808.095	0.9475
798.137	0.9475
788.171	0.9475
778.205	0.9475
768.202	0.9475
758.22	0.9475
748.269	0.9475
738.266	0.9475
728.313	0.947499
718.333	0.947499
708.338	0.947499
698.381	0.947499
688.394	0.947499
678.427	0.947499
668.457	0.947499
658.459	0.947499
648.484	0.947499
638.51	0.947499
628.518	0.947499
618.556	0.947499
608.576	0.947499
598.593	0.947499
588.625	0.947499
578.658	0.947499
568.683	0.947499
558.692	0.947498
548.73	0.947498
538.742	0.947498
528.771	0.947498
518.792	0.947498
508.807	0.947498
498.836	0.947498
488.861	0.947497
478.888	0.947497
468.905	0.947497
458.921	0.947497
448.945	0.947496
438.973	0.947496
429.002	0.947496
419.019	0.947495
409.044	0.947495
399.069	0.947494
389.09	0.947493
379.11	0.947493
369.133	0.947492
359.166	0.947491
349.181	0.94749
339.204	0.947489
329.229	0.947487
319.255	0.947486
309.278	0.947484
299.304	0.947481
289.322	0.947479
279.346	0.947475
269.371	0.947472
259.396	0.947467
249.418	0.947461
239.44	0.947454
229.465	0.947446
219.486	0.947435
209.51	0.947422
199.534	0.947405

Tile_46: 
λ(nm)	T
897.89	0.9687
887.901	0.9687
877.945	0.9687
867.966	0.9687
857.974	0.9687
848.034	0.9687
838.039	0.9687
828.054	0.9687
818.088	0.9687
808.095	0.9687
798.137	0.9687
788.171	0.9687
778.205	0.9687
768.202	0.9687
758.22	0.9687
748.269	0.9687
738.266	0.9687
728.313	0.9687
718.333	0.968699
708.338	0.968699
698.381	0.968699
688.394	0.968699
678.427	0.968699
668.457	0.968699
658.459	0.968699
648.484	0.968699
638.51	0.968699
628.518	0.968699
618.556	0.968699
608.576	0.968699
598.593	0.968699
588.625	0.968699
578.658	0.968699
568.683	0.968699
558.692	0.968699
548.73	0.968698
538.742	0.968698
528.771	0.968698
518.792	0.968698
508.807	0.968698
498.836	0.968698
488.861	0.968697
478.888	0.968697
468.905	0.968697
458.921	0.968697
448.945	0.968697
438.973	0.968696
429.002	0.968696
419.019	0.968695
409.044	0.968695
399.069	0.968694
389.09	0.968694
379.11	0.968693
369.133	0.968692
359.166	0.968691
349.181	0.96869
339.204	0.968689
329.229	0.968688
319.255	0.968686
309.278	0.968684
299.304	0.968682
289.322	0.96868
279.346	0.968677
269.371	0.968673
259.396	0.968669
249.418	0.968663
239.44	0.968657
229.465	0.968649
219.486	0.968639
209.51	0.968626
199.534	0.968611

Tile_47: 
λ(nm)	T
897.89	0.9633
887.901	0.9633
877.945	0.9633
867.966	0.9633
857.974	0.9633
848.034	0.9633
838.039	0.9633
828.054	0.9633
818.088	0.9633
808.095	0.9633
798.137	0.9633
788.171	0.9633
778.205	0.9633
768.202	0.9633
758.22	0.9633
748.269	0.9633
738.266	0.9633
728.313	0.963299
718.333	0.963299
708.338	0.963299
698.381	0.963299
688.394	0.963299
678.427	0.963299
668.457	0.963299
658.459	0.963299
648.484	0.963299
638.51	0.963299
628.518	0.963299
618.556	0.963299
608.576	0.963299
598.593	0.963299
588.625	0.963299
578.658	0.963299
568.683	0.963299
558.692	0.963298
548.73	0.963298
538.742	0.963298
528.771	0.963298
518.792	0.963298
508.807	0.963298
498.836	0.963298
488.861	0.963297
478.888	0.963297
468.905	0.963297
458.921	0.963297
448.945	0.963296
438.973	0.963296
429.002	0.963296
419.019	0.963295
409.044	0.963295
399.069	0.963294
389.09	0.963293
379.11	0.963293
369.133	0.963292
359.166	0.963291
349.181	0.96329
339.204	0.963289
329.229	0.963287
319.255	0.963286
309.278	0.963284
299.304	0.963281
289.322	0.963279
279.346	0.963275
269.371	0.963272
259.396	0.963267
249.418	0.963261
239.44	0.963255
229.465	0.963246
219.486	0.963236
209.51	0.963223
199.534	0.963206

Tile_48: 
λ(nm)	T
897.89	0.9762
887.901	0.9762
877.945	0.9762
867.966	0.9762
857.974	0.9762
848.034	0.9762
838.039	0.9762
828.054	0.9762
818.088	0.9762
808.095	0.9762
798.137	0.9762
788.171	0.9762
778.205	0.9762
768.202	0.9762
758.22	0.976199
748.269	0.976199
738.266	0.976199
728.313	0.976199
718.333	0.976199
708.338	0.976199
698.381	0.976199
688.394	0.976199
678.427	0.976199
668.457	0.976199
658.459	0.976199
648.484	0.976199
638.51	0.976199
628.518	0.976199
618.556	0.976199
608.576	0.976199
598.593	0.976199
588.625	0.976199
578.658	0.976198
568.683	0.976198
558.692	0.976198
548.73	0.976198
538.742	0.976198
528.771	0.976198
518.792	0.976198
508.807	0.976197
498.836	0.976197
488.861	0.976197
478.888	0.976197
468.905	0.976197
458.921	0.976196
448.945	0.976196
438.973	0.976195
429.002	0.976195
419.019	0.976195
409.044	0.976194
399.069	0.976193
389.09	0.976193
379.11	0.976192
369.133	0.976191
359.166	0.97619
349.181	0.976189
339.204	0.976187
329.229	0.976186
319.255	0.976184
309.278	0.976182
299.304	0.976179
289.322	0.976176
279.346	0.976173
269.371	0.976168
259.396	0.976163
249.418	0.976157
239.44	0.976149
229.465	0.97614
219.486	0.976128
209.51	0.976113
199.534	0.976094

Tile_49: 
λ(nm)	T
897.89	0.9667
887.901	0.9667
877.945	0.9667
867.966	0.9667
857.974	0.9667
848.034	0.9667
838.039	0.9667
828.054	0.9667
818.088	0.9667
808.095	0.9667
798.137	0.9667
788.171	0.9667
778.205	0.9667
768.202	0.9667
758.22	0.9667
748.269	0.9667
738.266	0.966699
728.313	0.966699
718.333	0.966699
708.338	0.966699
698.381	0.966699
688.394	0.966699
678.427	0.966699
668.457	0.966699
658.459	0.966699
648.484	0.966699
638.51	0.966699
628.518	0.966699
618.556	0.966699
608.576	0.966699
598.593	0.966699
588.625	0.966699
578.658	0.966699
568.683	0.966699
558.692	0.966698
548.73	0.966698
538.742	0.966698
528.771	0.966698
518.792	0.966698
508.807	0.966698
498.836	0.966698
488.861	0.966697
478.888	0.966697
468.905	0.966697
458.921	0.966697
448.945	0.966696
438.973	0.966696
429.002	0.966695
419.019	0.966695
409.044	0.966694
399.069	0.966694
389.09	0.966693
379.11	0.966692
369.133	0.966692
359.166	0.966691
349.181	0.96669
339.204	0.966688
329.229	0.966687
319.255	0.966685
309.278	0.966683
299.304	0.966681
289.322	0.966678
279.346	0.966674
269.371	0.96667
259.396	0.966666
249.418	0.96666
239.44	0.966652
229.465	0.966644
219.486	0.966633
209.51	0.966619
199.534	0.966601

Tile_50: 
λ(nm)	T
897.89	0.9773
887.901	0.9773
877.945	0.9773
867.966	0.9773
857.974	0.9773
848.034	0.9773
838.039	0.9773
828.054	0.9773
818.088	0.9773
808.095	0.9773
798.137	0.9773
788.171	0.9773
778.205	0.9773
768.202	0.9773
758.22	0.9773
748.269	0.9773
738.266	0.977299
728.313	0.977299
718.333	0.977299
708.338	0.977299
698.381	0.977299
688.394	0.977299
678.427	0.977299
668.457	0.977299
658.459	0.977299
648.484	0.977299
638.51	0.977299
628.518	0.977299
618.556	0.977299
608.576	0.977299
598.593	0.977299
588.625	0.977299
578.658	0.977299
568.683	0.977299
558.692	0.977298
548.73	0.977298
538.742	0.977298
528.771	0.977298
518.792	0.977298
508.807	0.977298
498.836	0.977298
488.861	0.977297
478.888	0.977297
468.905	0.977297
458.921	0.977297
448.945	0.977296
438.973	0.977296
429.002	0.977296
419.019	0.977295
409.044	0.977295
399.069	0.977294
389.09	0.977293
379.11	0.977293
369.133	0.977292
359.166	0.977291
349.181	0.97729
339.204	0.977289
329.229	0.977287
319.255	0.977285
309.278	0.977283
299.304	0.977281
289.322	0.977278
279.346	0.977275
269.371	0.977271
259.396	0.977267
249.418	0.977261
239.44	0.977254
229.465	0.977246
219.486	0.977235
209.51	0.977222
199.534	0.977205

Tile_51: 
λ(nm)	T
897.89	0.97
887.901	0.97
877.945	0.97
867.966	0.97
857.974	0.97
848.034	0.97
838.039	0.97
828.054	0.97
818.088	0.97
808.095	0.97
798.137	0.97
788.171	0.97
778.205	0.97
768.202	0.97
758.22	0.97
748.269	0.97
738.266	0.97
728.313	0.97
718.333	0.969999
708.338	0.969999
698.381	0.969999
688.394	0.969999
678.427	0.969999
668.457	0.969999
658.459	0.969999
648.484	0.969999
638.51	0.969999
628.518	0.969999
618.556	0.969999
608.576	0.969999
598.593	0.969999
588.625	0.969999
578.658	0.969999
568.683	0.969999
558.692	0.969999
548.73	0.969998
538.742	0.969998
528.771	0.969998
518.792	0.969998
508.807	0.969998
498.836	0.969998
488.861	0.969998
478.888	0.969997
468.905	0.969997
458.921	0.969997
448.945	0.969997
438.973	0.969996
429.002	0.969996
419.019	0.969996
409.044	0.969995
399.069	0.969995
389.09	0.969994
379.11	0.969993
369.133	0.969993
359.166	0.969992
349.181	0.969991
339.204	0.96999
329.229	0.969988
319.255	0.969987
309.278	0.969985
299.304	0.969983
289.322	0.96998
279.346	0.969977
269.371	0.969974
259.396	0.96997
249.418	0.969964
239.44	0.969958
229.465	0.96995
219.486	0.969941
209.51	0.969928
199.534	0.969913

Tile_52: 
λ(nm)	T
897.89	0.9712
887.901	0.9712
877.945	0.9712
867.966	0.9712
857.974	0.9712
848.034	0.9712
838.039	0.9712
828.054	0.9712
818.088	0.9712
808.095	0.9712
798.137	0.9712
788.171	0.9712
778.205	0.9712
768.202	0.9712
758.22	0.9712
748.269	0.9712
738.266	0.9712
728.313	0.971199
718.333	0.971199
708.338	0.971199
698.381	0.971199
688.394	0.971199
678.427	0.971199
668.457	0.971199
658.459	0.971199
648.484	0.971199
638.51	0.971199
628.518	0.971199
618.556	0.971199
608.576	0.971199
598.593	0.971199
588.625	0.971199
578.658	0.971199
568.683	0.971199
558.692	0.971198
548.73	0.971198
538.742	0.971198
528.771	0.971198
518.792	0.971198
508.807	0.971198
498.836	0.971198
488.861	0.971197
478.888	0.971197
468.905	0.971197
458.921	0.971197
448.945	0.971196
438.973	0.971196
429.002	0.971196
419.019	0.971195
409.044	0.971195
399.069	0.971194
389.09	0.971194
379.11	0.971193
369.133	0.971192
359.166	0.971191
349.181	0.97119
339.204	0.971189
329.229	0.971188
319.255	0.971186
309.278	0.971184
299.304	0.971182
289.322	0.971179
279.346	0.971176
269.371	0.971173
259.396	0.971168
249.418	0.971163
239.44	0.971156
229.465	0.971148
219.486	0.971138
209.51	0.971125
199.534	0.971109

Tile_53: 
λ(nm)	T
897.89	0.97
887.901	0.97
877.945	0.97
867.966	0.97
857.974	0.97
848.034	0.97
838.039	0.97
828.054	0.97
818.088	0.97
808.095	0.97
798.137	0.97
788.171	0.97
778.205	0.97
768.202	0.97
758.22	0.97
748.269	0.97
738.266	0.969999
728.313	0.969999
718.333	0.969999
708.338	0.969999
698.381	0.969999
688.394	0.969999
678.427	0.969999
668.457	0.969999
658.459	0.969999
648.484	0.969999
638.51	0.969999
628.518	0.969999
618.556	0.969999
608.576	0.969999
598.593	0.969999
588.625	0.969999
578.658	0.969999
568.683	0.969999
558.692	0.969998
548.73	0.969998
538.742	0.969998
528.771	0.969998
518.792	0.969998
508.807	0.969998
498.836	0.969998
488.861	0.969997
478.888	0.969997
468.905	0.969997
458.921	0.969997
448.945	0.969996
438.973	0.969996
429.002	0.969996
419.019	0.969995
409.044	0.969995
399.069	0.969994
389.09	0.969993
379.11	0.969993
369.133	0.969992
359.166	0.969991
349.181	0.96999
339.204	0.969989
329.229	0.969987
319.255	0.969985
309.278	0.969984
299.304	0.969981
289.322	0.969978
279.346	0.969975
269.371	0.969971
259.396	0.969967
249.418	0.969961
239.44	0.969954
229.465	0.969946
219.486	0.969935
209.51	0.969922
199.534	0.969905

Tile_54: 
λ(nm)	T
897.89	0.96
887.901	0.96
877.945	0.96
867.966	0.96
857.974	0.96
848.034	0.96
838.039	0.96
828.054	0.96
818.088	0.96
808.095	0.96
798.137	0.96
788.171	0.96
778.205	0.96
768.202	0.96
758.22	0.96
748.269	0.96
738.266	0.96
728.313	0.959999
718.333	0.959999
708.338	0.959999
698.381	0.959999
688.394	0.959999
678.427	0.959999
668.457	0.959999
658.459	0.959999
648.484	0.959999
638.51	0.959999
628.518	0.959999
618.556	0.959999
608.576	0.959999
598.593	0.959999
588.625	0.959999
578.658	0.959999
568.683	0.959999
558.692	0.959998
548.73	0.959998
538.742	0.959998
528.771	0.959998
518.792	0.959998
508.807	0.959998
498.836	0.959998
488.861	0.959997
478.888	0.959997
468.905	0.959997
458.921	0.959997
448.945	0.959996
438.973	0.959996
429.002	0.959996
419.019	0.959995
409.044	0.959995
399.069	0.959994
389.09	0.959993
379.11	0.959993
369.133	0.959992
359.166	0.959991
349.181	0.95999
339.204	0.959989
329.229	0.959987
319.255	0.959985
309.278	0.959984
299.304	0.959981
289.322	0.959979
279.346	0.959975
269.371	0.959971
259.396	0.959967
249.418	0.959961
239.44	0.959954
229.465	0.959946
219.486	0.959935
209.51	0.959922
199.534	0.959905

Tile_55: 
λ(nm)	T
897.89	0.9531
887.901	0.9531
877.945	0.9531
867.966	0.9531
857.974	0.9531
848.034	0.9531
838.039	0.9531
828.054	0.9531
818.088	0.9531
808.095	0.9531
798.137	0.9531
788.171	0.9531
778.205	0.9531
768.202	0.9531
758.22	0.9531
748.269	0.9531
738.266	0.9531
728.313	0.9531
718.333	0.9531
708.338	0.953099
698.381	0.953099
688.394	0.953099
678.427	0.953099
668.457	0.953099
658.459	0.953099
648.484	0.953099
638.51	0.953099
628.518	0.953099
618.556	0.953099
608.576	0.953099
598.593	0.953099
588.625	0.953099
578.658	0.953099
568.683	0.953099
558.692	0.953099
548.73	0.953099
538.742	0.953098
528.771	0.953098
518.792	0.953098
508.807	0.953098
498.836	0.953098
488.861	0.953098
478.888	0.953098
468.905	0.953097
458.921	0.953097
448.945	0.953097
438.973	0.953096
429.002	0.953096
419.019	0.953096
409.044	0.953095
399.069	0.953095
389.09	0.953094
379.11	0.953094
369.133	0.953093
359.166	0.953092
349.181	0.953091
339.204	0.95309
329.229	0.953089
319.255	0.953087
309.278	0.953086
299.304	0.953084
289.322	0.953081
279.346	0.953078
269.371	0.953075
259.396	0.953071
249.418	0.953066
239.44	0.95306
229.465	0.953052
219.486	0.953043
209.51	0.953032
199.534	0.953017

Tile_56: 
λ(nm)	T
897.89	0.9622
887.901	0.9622
877.945	0.9622
867.966	0.9622
857.974	0.9622
848.034	0.9622
838.039	0.9622
828.054	0.9622
818.088	0.9622
808.095	0.9622
798.137	0.9622
788.171	0.9622
778.205	0.9622
768.202	0.9622
758.22	0.9622
748.269	0.9622
738.266	0.962199
728.313	0.962199
718.333	0.962199
708.338	0.962199
698.381	0.962199
688.394	0.962199
678.427	0.962199
668.457	0.962199
658.459	0.962199
648.484	0.962199
638.51	0.962199
628.518	0.962199
618.556	0.962199
608.576	0.962199
598.593	0.962199
588.625	0.962199
578.658	0.962199
568.683	0.962198
558.692	0.962198
548.73	0.962198
538.742	0.962198
528.771	0.962198
518.792	0.962198
508.807	0.962198
498.836	0.962197
488.861	0.962197
478.888	0.962197
468.905	0.962197
458.921	0.962197
448.945	0.962196
438.973	0.962196
429.002	0.962195
419.019	0.962195
409.044	0.962195
399.069	0.962194
389.09	0.962193
379.11	0.962193
369.133	0.962192
359.166	0.962191
349.181	0.96219
339.204	0.962188
329.229	0.962187
319.255	0.962185
309.278	0.962183
299.304	0.962181
289.322	0.962178
279.346	0.962175
269.371	0.962171
259.396	0.962166
249.418	0.96216
239.44	0.962153
229.465	0.962144
219.486	0.962133
209.51	0.96212
199.534	0.962103

Tile_57: 
λ(nm)	T
897.89	0.9715
887.901	0.9715
877.945	0.9715
867.966	0.9715
857.974	0.9715
848.034	0.9715
838.039	0.9715
828.054	0.9715
818.088	0.9715
808.095	0.9715
798.137	0.9715
788.171	0.9715
778.205	0.9715
768.202	0.9715
758.22	0.9715
748.269	0.9715
738.266	0.971499
728.313	0.971499
718.333	0.971499
708.338	0.971499
698.381	0.971499
688.394	0.971499
678.427	0.971499
668.457	0.971499
658.459	0.971499
648.484	0.971499
638.51	0.971499
628.518	0.971499
618.556	0.971499
608.576	0.971499
598.593	0.971499
588.625	0.971499
578.658	0.971499
568.683	0.971499
558.692	0.971498
548.73	0.971498
538.742	0.971498
528.771	0.971498
518.792	0.971498
508.807	0.971498
498.836	0.971498
488.861	0.971497
478.888	0.971497
468.905	0.971497
458.921	0.971497
448.945	0.971496
438.973	0.971496
429.002	0.971496
419.019	0.971495
409.044	0.971495
399.069	0.971494
389.09	0.971493
379.11	0.971493
369.133	0.971492
359.166	0.971491
349.181	0.97149
339.204	0.971489
329.229	0.971487
319.255	0.971485
309.278	0.971484
299.304	0.971481
289.322	0.971478
279.346	0.971475
269.371	0.971471
259.396	0.971467
249.418	0.971461
239.44	0.971454
229.465	0.971446
219.486	0.971435
209.51	0.971422
199.534	0.971405

Tile_58: 
λ(nm)	T
897.89	0.9419
887.901	0.9419
877.945	0.9419
867.966	0.9419
857.974	0.9419
848.034	0.9419
838.039	0.9419
828.054	0.9419
818.088	0.9419
808.095	0.9419
798.137	0.9419
788.171	0.9419
778.205	0.9419
768.202	0.9419
758.22	0.9419
748.269	0.9419
738.266	0.9419
728.313	0.941899
718.333	0.941899
708.338	0.941899
698.381	0.941899
688.394	0.941899
678.427	0.941899
668.457	0.941899
658.459	0.941899
648.484	0.941899
638.51	0.941899
628.518	0.941899
618.556	0.941899
608.576	0.941899
598.593	0.941899
588.625	0.941899
578.658	0.941899
568.683	0.941899
558.692	0.941899
548.73	0.941898
538.742	0.941898
528.771	0.941898
518.792	0.941898
508.807	0.941898
498.836	0.941898
488.861	0.941898
478.888	0.941897
468.905	0.941897
458.921	0.941897
448.945	0.941896
438.973	0.941896
429.002	0.941896
419.019	0.941895
409.044	0.941895
399.069	0.941894
389.09	0.941894
379.11	0.941893
369.133	0.941892
359.166	0.941891
349.181	0.94189
339.204	0.941889
329.229	0.941888
319.255	0.941886
309.278	0.941884
299.304	0.941882
289.322	0.94188
279.346	0.941876
269.371	0.941873
259.396	0.941868
249.418	0.941863
239.44	0.941856
229.465	0.941848
219.486	0.941838
209.51	0.941825
199.534	0.941809

Tile_59: 
λ(nm)	T
897.89	0.9645
887.901	0.9645
877.945	0.9645
867.966	0.9645
857.974	0.9645
848.034	0.9645
838.039	0.9645
828.054	0.9645
818.088	0.9645
808.095	0.9645
798.137	0.9645
788.171	0.9645
778.205	0.9645
768.202	0.9645
758.22	0.9645
748.269	0.9645
738.266	0.964499
728.313	0.964499
718.333	0.964499
708.338	0.964499
698.381	0.964499
688.394	0.964499
678.427	0.964499
668.457	0.964499
658.459	0.964499
648.484	0.964499
638.51	0.964499
628.518	0.964499
618.556	0.964499
608.576	0.964499
598.593	0.964499
588.625	0.964499
578.658	0.964499
568.683	0.964499
558.692	0.964498
548.73	0.964498
538.742	0.964498
528.771	0.964498
518.792	0.964498
508.807	0.964498
498.836	0.964498
488.861	0.964497
478.888	0.964497
468.905	0.964497
458.921	0.964497
448.945	0.964496
438.973	0.964496
429.002	0.964495
419.019	0.964495
409.044	0.964495
399.069	0.964494
389.09	0.964493
379.11	0.964493
369.133	0.964492
359.166	0.964491
349.181	0.96449
339.204	0.964488
329.229	0.964487
319.255	0.964485
309.278	0.964483
299.304	0.964481
289.322	0.964478
279.346	0.964475
269.371	0.964471
259.396	0.964466
249.418	0.96446
239.44	0.964453
229.465	0.964444
219.486	0.964434
209.51	0.96442
199.534	0.964403

Tile_60: 
λ(nm)	T
897.89	0.9775
887.901	0.9775
877.945	0.9775
867.966	0.9775
857.974	0.9775
848.034	0.9775
838.039	0.9775
828.054	0.9775
818.088	0.9775
808.095	0.9775
798.137	0.9775
788.171	0.9775
778.205	0.9775
768.202	0.9775
758.22	0.9775
748.269	0.977499
738.266	0.977499
728.313	0.977499
718.333	0.977499
708.338	0.977499
698.381	0.977499
688.394	0.977499
678.427	0.977499
668.457	0.977499
658.459	0.977499
648.484	0.977499
638.51	0.977499
628.518	0.977499
618.556	0.977499
608.576	0.977499
598.593	0.977499
588.625	0.977499
578.658	0.977499
568.683	0.977498
558.692	0.977498
548.73	0.977498
538.742	0.977498
528.771	0.977498
518.792	0.977498
508.807	0.977498
498.836	0.977497
488.861	0.977497
478.888	0.977497
468.905	0.977497
458.921	0.977496
448.945	0.977496
438.973	0.977496
429.002	0.977495
419.019	0.977495
409.044	0.977494
399.069	0.977494
389.09	0.977493
379.11	0.977492
369.133	0.977491
359.166	0.97749
349.181	0.977489
339.204	0.977488
329.229	0.977486
319.255	0.977484
309.278	0.977482
299.304	0.97748
289.322	0.977477
279.346	0.977473
269.371	0.977469
259.396	0.977464
249.418	0.977458
239.44	0.97745
229.465	0.977441
219.486	0.97743
209.51	0.977415
199.534	0.977397

Tile_61: 
λ(nm)	T
897.89	0.9841
887.901	0.9841
877.945	0.9841
867.966	0.9841
857.974	0.9841
848.034	0.9841
838.039	0.9841
828.054	0.9841
818.088	0.9841
808.095	0.9841
798.137	0.9841
788.171	0.9841
778.205	0.9841
768.202	0.9841
758.22	0.9841
748.269	0.9841
738.266	0.984099
728.313	0.984099
718.333	0.984099
708.338	0.984099
698.381	0.984099
688.394	0.984099
678.427	0.984099
668.457	0.984099
658.459	0.984099
648.484	0.984099
638.51	0.984099
628.518	0.984099
618.556	0.984099
608.576	0.984099
598.593	0.984099
588.625	0.984099
578.658	0.984099
568.683	0.984098
558.692	0.984098
548.73	0.984098
538.742	0.984098
528.771	0.984098
518.792	0.984098
508.807	0.984098
498.836	0.984097
488.861	0.984097
478.888	0.984097
468.905	0.984097
458.921	0.984097
448.945	0.984096
438.973	0.984096
429.002	0.984095
419.019	0.984095
409.044	0.984095
399.069	0.984094
389.09	0.984093
379.11	0.984093
369.133	0.984092
359.166	0.984091
349.181	0.98409
339.204	0.984088
329.229	0.984087
319.255	0.984085
309.278	0.984083
299.304	0.984081
289.322	0.984078
279.346	0.984075
269.371	0.984071
259.396	0.984066
249.418	0.98406
239.44	0.984053
229.465	0.984045
219.486	0.984034
209.51	0.98402
199.534	0.984003

Tile_62: 
λ(nm)	T
897.89	0.9706
887.901	0.9706
877.945	0.9706
867.966	0.9706
857.974	0.9706
848.034	0.9706
838.039	0.9706
828.054	0.9706
818.088	0.9706
808.095	0.9706
798.137	0.9706
788.171	0.9706
778.205	0.9706
768.202	0.9706
758.22	0.9706
748.269	0.970599
738.266	0.970599
728.313	0.970599
718.333	0.970599
708.338	0.970599
698.381	0.970599
688.394	0.970599
678.427	0.970599
668.457	0.970599
658.459	0.970599
648.484	0.970599
638.51	0.970599
628.518	0.970599
618.556	0.970599
608.576	0.970599
598.593	0.970599
588.625	0.970599
578.658	0.970599
568.683	0.970598
558.692	0.970598
548.73	0.970598
538.742	0.970598
528.771	0.970598
518.792	0.970598
508.807	0.970598
498.836	0.970597
488.861	0.970597
478.888	0.970597
468.905	0.970597
458.921	0.970596
448.945	0.970596
438.973	0.970596
429.002	0.970595
419.019	0.970595
409.044	0.970594
399.069	0.970594
389.09	0.970593
379.11	0.970592
369.133	0.970591
359.166	0.97059
349.181	0.970589
339.204	0.970588
329.229	0.970586
319.255	0.970584
309.278	0.970582
299.304	0.97058
289.322	0.970577
279.346	0.970573
269.371	0.970569
259.396	0.970564
249.418	0.970558
239.44	0.970551
229.465	0.970542
219.486	0.97053
209.51	0.970516
199.534	0.970498

Tile_63: 
λ(nm)	T
897.89	0.9732
887.901	0.9732
877.945	0.9732
867.966	0.9732
857.974	0.9732
848.034	0.9732
838.039	0.9732
828.054	0.9732
818.088	0.9732
808.095	0.9732
798.137	0.9732
788.171	0.9732
778.205	0.9732
768.202	0.9732
758.22	0.9732
748.269	0.9732
738.266	0.973199
728.313	0.973199
718.333	0.973199
708.338	0.973199
698.381	0.973199
688.394	0.973199
678.427	0.973199
668.457	0.973199
658.459	0.973199
648.484	0.973199
638.51	0.973199
628.518	0.973199
618.556	0.973199
608.576	0.973199
598.593	0.973199
588.625	0.973199
578.658	0.973199
568.683	0.973199
558.692	0.973198
548.73	0.973198
538.742	0.973198
528.771	0.973198
518.792	0.973198
508.807	0.973198
498.836	0.973197
488.861	0.973197
478.888	0.973197
468.905	0.973197
458.921	0.973197
448.945	0.973196
438.973	0.973196
429.002	0.973195
419.019	0.973195
409.044	0.973194
399.069	0.973194
389.09	0.973193
379.11	0.973192
369.133	0.973192
359.166	0.973191
349.181	0.973189
339.204	0.973188
329.229	0.973187
319.255	0.973185
309.278	0.973183
299.304	0.97318
289.322	0.973178
279.346	0.973174
269.371	0.97317
259.396	0.973165
249.418	0.973159
239.44	0.973152
229.465	0.973143
219.486	0.973132
209.51	0.973119
199.534	0.973101

Tile_64: 
λ(nm)	T
897.89	0.9777
887.901	0.9777
877.945	0.9777
867.966	0.9777
857.974	0.9777
848.034	0.9777
838.039	0.9777
828.054	0.9777
818.088	0.9777
808.095	0.9777
798.137	0.9777
788.171	0.9777
778.205	0.9777
768.202	0.9777
758.22	0.9777
748.269	0.9777
738.266	0.977699
728.313	0.977699
718.333	0.977699
708.338	0.977699
698.381	0.977699
688.394	0.977699
678.427	0.977699
668.457	0.977699
658.459	0.977699
648.484	0.977699
638.51	0.977699
628.518	0.977699
618.556	0.977699
608.576	0.977699
598.593	0.977699
588.625	0.977699
578.658	0.977699
568.683	0.977699
558.692	0.977698
548.73	0.977698
538.742	0.977698
528.771	0.977698
518.792	0.977698
508.807	0.977698
498.836	0.977698
488.861	0.977697
478.888	0.977697
468.905	0.977697
458.921	0.977697
448.945	0.977696
438.973	0.977696
429.002	0.977696
419.019	0.977695
409.044	0.977695
399.069	0.977694
389.09	0.977693
379.11	0.977693
369.133	0.977692
359.166	0.977691
349.181	0.97769
339.204	0.977689
329.229	0.977687
319.255	0.977685
309.278	0.977683
299.304	0.977681
289.322	0.977678
279.346	0.977675
269.371	0.977671
259.396	0.977667
249.418	0.977661
239.44	0.977654
229.465	0.977646
219.486	0.977635
209.51	0.977622
199.534	0.977605

Tile_65: 
